axis,fpr,tpr,threshold
I/E,0.08970856102003642,0.24095152832843075,0.723873586055038
I/E,0.09016393442622951,0.24095152832843075,0.7238288813172851
I/E,0.09016393442622951,0.24184678347614785,0.7235978541937161
I/E,0.09061930783242259,0.24184678347614785,0.7235328930159154
I/E,0.09061930783242259,0.2423583578462719,0.7232751678970785
I/E,0.09107468123861566,0.2423583578462719,0.7232550288345237
I/E,0.09107468123861566,0.24248625143880292,0.7231763126476461
I/E,0.09153005464480875,0.24248625143880292,0.7231390830518449
I/E,0.09153005464480875,0.24299782580892698,0.723093157095288
I/E,0.09289617486338798,0.24299782580892698,0.7228458028406227
I/E,0.09289617486338798,0.24338150658652002,0.7225853893753809
I/E,0.09335154826958106,0.24338150658652002,0.7225207798946907
I/E,0.09335154826958106,0.24363729377158205,0.7224159717629731
I/E,0.09380692167577413,0.24363729377158205,0.7223975824008245
I/E,0.09380692167577413,0.2449162296968922,0.7217933016186314
I/E,0.0942622950819672,0.2449162296968922,0.7216908347219972
I/E,0.0942622950819672,0.24657884639979538,0.721171750502228
I/E,0.09517304189435337,0.24657884639979538,0.7211157469190945
I/E,0.09517304189435337,0.24747410154751248,0.720784757082472
I/E,0.09562841530054644,0.24747410154751248,0.7207745925015049
I/E,0.09562841530054644,0.24888093106535364,0.7198401130936685
I/E,0.09608378870673953,0.24888093106535364,0.7198206844480541
I/E,0.09608378870673953,0.24900882465788465,0.7197768902382662
I/E,0.0965391621129326,0.24900882465788465,0.7197619828606856
I/E,0.0965391621129326,0.2493925054354777,0.7195399970604656
I/E,0.09699453551912568,0.2493925054354777,0.7195135059682846
I/E,0.09699453551912568,0.25079933495331885,0.7190507525183673
I/E,0.09744990892531877,0.25079933495331885,0.718972911529119
I/E,0.09744990892531877,0.25182248369356697,0.7186625744932353
I/E,0.09836065573770492,0.25182248369356697,0.7186572818065003
I/E,0.09836065573770492,0.25425246195165624,0.717633470409324
I/E,0.09881602914389799,0.25425246195165624,0.7175699276182085
I/E,0.09881602914389799,0.25514771709937334,0.7170831428275234
I/E,0.09927140255009108,0.25514771709937334,0.7170804323295631
I/E,0.09927140255009108,0.25706612098733855,0.7162190677230177
I/E,0.10063752276867031,0.25706612098733855,0.7160790794538452
I/E,0.10063752276867031,0.2586008440977107,0.7152086301352047
I/E,0.10109289617486339,0.2586008440977107,0.7151068690576627
I/E,0.10109289617486339,0.25885663128277275,0.7150109531777176
I/E,0.10200364298724955,0.25885663128277275,0.7148910644154585
I/E,0.10200364298724955,0.25962399283795884,0.7147061828098316
I/E,0.10245901639344263,0.25962399283795884,0.7146568785957823
I/E,0.10245901639344263,0.25975188643048985,0.714628172465964
I/E,0.10336976320582877,0.25975188643048985,0.7145840836908285
I/E,0.10336976320582877,0.26051924798567594,0.7142370284341231
I/E,0.10428051001821494,0.26051924798567594,0.7141810947315195
I/E,0.10428051001821494,0.2621818646885791,0.7135381341645656
I/E,0.10473588342440801,0.2621818646885791,0.7135216473466548
I/E,0.10473588342440801,0.2664023532421026,0.7119158441398226
I/E,0.1051912568306011,0.2664023532421026,0.7118932621840517
I/E,0.1051912568306011,0.26934390587031587,0.7108484616096449
I/E,0.10564663023679417,0.26934390587031587,0.7107494299409343
I/E,0.10564663023679417,0.2724133520910602,0.7095575726353346
I/E,0.10610200364298725,0.2724133520910602,0.7094564387600855
I/E,0.10610200364298725,0.2734365008313083,0.7088989397243558
I/E,0.10655737704918032,0.2734365008313083,0.7088421213451862
I/E,0.10655737704918032,0.2761222662744596,0.7075422101481726
I/E,0.10701275045537341,0.2761222662744596,0.7075310549107077
I/E,0.10701275045537341,0.2775290957923008,0.7069010106503834
I/E,0.10792349726775956,0.2775290957923008,0.706783845205097
I/E,0.10792349726775956,0.2785522445325489,0.7065753947616027
I/E,0.10837887067395265,0.2785522445325489,0.7064423423119892
I/E,0.10837887067395265,0.279575393272797,0.705948728195928
I/E,0.1092896174863388,0.279575393272797,0.7059105333024747
I/E,0.1092896174863388,0.28085432919810716,0.7055500967445917
I/E,0.10974499089253188,0.28085432919810716,0.7054853344812151
I/E,0.10974499089253188,0.28098222279063817,0.705459118272809
I/E,0.11020036429872496,0.28098222279063817,0.7054558873744361
I/E,0.11020036429872496,0.2813659035682312,0.7053370449452973
I/E,0.11065573770491803,0.2813659035682312,0.705238410412882
I/E,0.11065573770491803,0.2814937971607622,0.705193811923366
I/E,0.1111111111111111,0.2814937971607622,0.7051498156742926
I/E,0.1111111111111111,0.2830285202711344,0.7045882983151793
I/E,0.11156648451730419,0.2830285202711344,0.7045880156605345
I/E,0.11156648451730419,0.28341220104872744,0.704416050786311
I/E,0.11202185792349727,0.28341220104872744,0.7043662550580627
I/E,0.11202185792349727,0.28456324338150657,0.7038646439883749
I/E,0.11247723132969034,0.28456324338150657,0.7037430014004247
I/E,0.11247723132969034,0.28545849852922367,0.7034314309282398
I/E,0.11293260473588343,0.28545849852922367,0.7034083316845462
I/E,0.11293260473588343,0.2857142857142857,0.7033793302162763
I/E,0.1133879781420765,0.2857142857142857,0.7033638844280569
I/E,0.1133879781420765,0.28814426397237497,0.7021235272614104
I/E,0.11429872495446267,0.28814426397237497,0.7020721543256633
I/E,0.11429872495446267,0.28891162552756106,0.701703411444157
I/E,0.11475409836065574,0.28891162552756106,0.7016366679383442
I/E,0.11475409836065574,0.2903184550454022,0.7007474048355639
I/E,0.11566484517304189,0.2903184550454022,0.7006450340396114
I/E,0.11612021857923498,0.2903184550454022,0.7006139937261205
I/E,0.11612021857923498,0.2913416037856503,0.7001120584230962
I/E,0.11657559198542805,0.2913416037856503,0.700103986372024
I/E,0.11657559198542805,0.29236475252589844,0.6999031409178843
I/E,0.11703096539162113,0.29236475252589844,0.6998865153275712
I/E,0.11703096539162113,0.2931321140810845,0.699649330365139
I/E,0.11748633879781421,0.2931321140810845,0.6996109428891544
I/E,0.11748633879781421,0.2936436884512086,0.6993498736626764
I/E,0.11794171220400729,0.2936436884512086,0.6993263315161932
