axis,recall,precision,threshold
I/E,0.9837575137485612,0.7902198479556195,0.20640822091717273
I/E,0.9836296201560302,0.7901982944621391,0.20660363958792613
I/E,0.9835017265634992,0.7901767365392519,0.20680321745379404
I/E,0.9833738329709681,0.7901551741855924,0.20734340360007295
I/E,0.9832459393784372,0.7901336073997944,0.20742283001329503
I/E,0.9831180457859061,0.7901120361804913,0.20772417214829175
I/E,0.9831180457859061,0.7901932565789473,0.20775864574600972
I/E,0.9829901521933752,0.7901716870566464,0.2079146285389395
I/E,0.9828622586008441,0.7901501130989101,0.20853109667310687
I/E,0.9828622586008441,0.7902313624678663,0.2090469822652099
I/E,0.9828622586008441,0.7903126285479226,0.20915963323004422
I/E,0.9827343650083131,0.7902910624292914,0.2092911546084937
I/E,0.9826064714157821,0.7902694918741,0.2097779412824645
I/E,0.9826064714157821,0.7903507869560745,0.2103050253149812
I/E,0.9826064714157821,0.7904320987654321,0.21034071413729724
I/E,0.9824785778232511,0.790410536063381,0.21050422753227516
I/E,0.9824785778232511,0.7904918707552995,0.21054914271333314
I/E,0.9824785778232511,0.790573222187918,0.21072138642110372
I/E,0.9824785778232511,0.790654590366406,0.2111578745791885
I/E,0.9824785778232511,0.7907359752959341,0.21140611204924378
I/E,0.9824785778232511,0.790817376981676,0.2114341496967338
I/E,0.98235068423072,0.7907958406259652,0.21180792268123974
I/E,0.9822227906381891,0.7907742998352554,0.21197416595236332
I/E,0.9822227906381891,0.7908557306147668,0.21223185408653697
I/E,0.982094897045658,0.7908341915550978,0.21225440386657263
I/E,0.982094897045658,0.7909156452775775,0.21230342932712354
I/E,0.981967003453127,0.7908941079522044,0.21248612636493144
I/E,0.981839109860596,0.7908725661893479,0.21260942380184655
I/E,0.981711216268065,0.7908510199876365,0.21275371538144858
I/E,0.9815833226755339,0.7908294693456981,0.21297714293131895
I/E,0.981455429083003,0.7908079142621599,0.21298720330784812
I/E,0.9813275354904719,0.7907863547356487,0.21303392045507324
I/E,0.9813275354904719,0.7908678622964337,0.2130784366575805
I/E,0.981199641897941,0.7908463045046903,0.21317886263083577
I/E,0.981199641897941,0.7909278350515464,0.2131801409968061
I/E,0.9810717483054099,0.7909062789978348,0.21323046548036073
I/E,0.9810717483054099,0.7909878325427924,0.2136477621000511
I/E,0.9810717483054099,0.7910694029081159,0.21381056058446588
I/E,0.9810717483054099,0.7911509900990099,0.21395399629851888
I/E,0.9809438547128789,0.7911294481691593,0.21451669311139349
I/E,0.9809438547128789,0.7912110583866309,0.21466146088509372
I/E,0.9809438547128789,0.7912926854431033,0.21487189444628804
I/E,0.9809438547128789,0.7913743293437887,0.2149008821438394
I/E,0.9808159611203479,0.7913528015684655,0.2153303335932996
I/E,0.9808159611203479,0.7914344685242518,0.21535055144286455
I/E,0.9806880675278169,0.7914129425121271,0.21568365055018812
I/E,0.9806880675278169,0.791494632535095,0.2157246478931111
I/E,0.9806880675278169,0.7915763394239703,0.21596282169172443
I/E,0.9806880675278169,0.7916580631839769,0.21597397766168952
I/E,0.9806880675278169,0.7917398038203407,0.21599267397975
I/E,0.9805601739352858,0.7917182982238744,0.21611156313987653
I/E,0.9804322803427549,0.7916967881854797,0.21617834830750587
I/E,0.9804322803427549,0.7917785581491428,0.21618179919501343
I/E,0.9804322803427549,0.7918603450056813,0.2166600351102631
I/E,0.9803043867502238,0.7918388429752066,0.21680870434541244
I/E,0.9803043867502238,0.7919206529600166,0.2169633459002325
I/E,0.9803043867502238,0.792002479851209,0.21742317526879398
I/E,0.9801764931576928,0.7919809858427198,0.21751577058979896
I/E,0.9801764931576928,0.7920628358825961,0.21752937616968943
I/E,0.9800485995651618,0.7920413436692506,0.21764606551046184
I/E,0.9799207059726308,0.7920198470126111,0.21768054739889187
I/E,0.9799207059726308,0.7921017264550811,0.21816510324398417
